unitid,institution name,year,IC2013_RV.Applicants total,IC2013_RV.Applicants men,IC2013_RV.Applicants women,IC2013_RV.Admissions total,IC2013_RV.Admissions men,IC2013_RV.Admissions women,IC2013_RV.Enrolled total,IC2013_RV.Enrolled  men,IC2013_RV.Enrolled  women,IC2013_RV.Enrolled full time total,IC2013_RV.Enrolled full time men,IC2013_RV.Enrolled full time women,IC2013_RV.Enrolled part time total,IC2013_RV.Enrolled part time men,IC2013_RV.Enrolled part time women
162928,Johns Hopkins University,2013,21336,10630,10706,3869,1958,1911,1390,700,690,1390,700,690,0,0,0
