unitid,institution name,year,IC2001.Applicants total,IC2001.Applicants men,IC2001.Applicants women,IC2001.Admissions total,IC2001.Admissions men,IC2001.Admissions women,IC2001.Enrolled total,IC2001.Enrolled  men,IC2001.Enrolled  women,IC2001.Enrolled full time total,IC2001.Enrolled full time men,IC2001.Enrolled full-time women,IC2001.Enrolled part time total,IC2001.Enrolled part time men,IC2001.Enrolled part time women
162928,Johns Hopkins University,2001,9129,4862,4267,3132,1778,1354,1015,609,406,1015,609,406,0,0,0
