unitid,institution name,year,ADM2020_RV.Applicants total,ADM2020_RV.Applicants men,ADM2020_RV.Applicants women,ADM2020_RV.Admissions total,ADM2020_RV.Admissions men,ADM2020_RV.Admissions women,ADM2020_RV.Enrolled total,ADM2020_RV.Enrolled  men,ADM2020_RV.Enrolled  women,ADM2020_RV.Enrolled full time total,ADM2020_RV.Enrolled full time men,ADM2020_RV.Enrolled full time women,ADM2020_RV.Enrolled part time total,ADM2020_RV.Enrolled part time men,ADM2020_RV.Enrolled part time women
162928,Johns Hopkins University,2020,30115,13961,16154,3330,1551,1779,1405,673,732,1404,673,731,1,0,1
