unitid,institution name,year,IC2004.Applicants total,IC2004.Applicants men,IC2004.Applicants women,IC2004.Admissions total,IC2004.Admissions men,IC2004.Admissions women,IC2004.Enrolled total,IC2004.Enrolled  men,IC2004.Enrolled  women,IC2004.Enrolled full time total,IC2004.Enrolled full time men,IC2004.Enrolled full time women,IC2004.Enrolled part time total,IC2004.Enrolled part time men,IC2004.Enrolled part time women
162928,Johns Hopkins University,2004,11763,6256,5507,3613,1846,1767,1128,603,525,1128,603,525,0,0,0
