unitid,institution name,year,IC2005.Applicants total,IC2005.Applicants men,IC2005.Applicants women,IC2005.Admissions total,IC2005.Admissions men,IC2005.Admissions women,IC2005.Enrolled total,IC2005.Enrolled  men,IC2005.Enrolled  women,IC2005.Enrolled full time total,IC2005.Enrolled full time men,IC2005.Enrolled full time women,IC2005.Enrolled part time total,IC2005.Enrolled part time men,IC2005.Enrolled part time women
162928,Johns Hopkins University,2005,11973,6147,5826,4201,2162,2039,1229,642,587,1229,642,587,0,0,0
