unitid,institution name,year,ADM2016_RV.Applicants total,ADM2016_RV.Applicants men,ADM2016_RV.Applicants women,ADM2016_RV.Admissions total,ADM2016_RV.Admissions men,ADM2016_RV.Admissions women,ADM2016_RV.Enrolled total,ADM2016_RV.Enrolled  men,ADM2016_RV.Enrolled  women,ADM2016_RV.Enrolled full time total,ADM2016_RV.Enrolled full time men,ADM2016_RV.Enrolled full time women,ADM2016_RV.Enrolled part time total,ADM2016_RV.Enrolled part time men,ADM2016_RV.Enrolled part time women
162928,Johns Hopkins University,2016,27852,13131,14720,3576,1715,1861,1367,661,706,1367,661,706,,,
