unitid,institution name,year,IC2008_RV.Applicants total,IC2008_RV.Applicants men,IC2008_RV.Applicants women,IC2008_RV.Admissions total,IC2008_RV.Admissions men,IC2008_RV.Admissions women,IC2008_RV.Enrolled total,IC2008_RV.Enrolled  men,IC2008_RV.Enrolled  women,IC2008_RV.Enrolled full time total,IC2008_RV.Enrolled full time men,IC2008_RV.Enrolled full time women,IC2008_RV.Enrolled part time total,IC2008_RV.Enrolled part time men,IC2008_RV.Enrolled part time women
162928,Johns Hopkins University,2008,16739,8555,8184,4367,2264,2103,1318,705,613,1318,705,613,0,0,0
