unitid,institution name,year,IC2009_RV.Applicants total,IC2009_RV.Applicants men,IC2009_RV.Applicants women,IC2009_RV.Admissions total,IC2009_RV.Admissions men,IC2009_RV.Admissions women,IC2009_RV.Enrolled total,IC2009_RV.Enrolled  men,IC2009_RV.Enrolled  women,IC2009_RV.Enrolled full time total,IC2009_RV.Enrolled full time men,IC2009_RV.Enrolled full time women,IC2009_RV.Enrolled part time total,IC2009_RV.Enrolled part time men,IC2009_RV.Enrolled part time women
162928,Johns Hopkins University,2009,16790,8564,8226,4671,2432,2239,1433,768,665,1433,768,665,0,0,0
