unitid,institution name,year,IC2002.Applicants total,IC2002.Applicants men,IC2002.Applicants women,IC2002.Admissions total,IC2002.Admissions men,IC2002.Admissions women,IC2002.Enrolled total,IC2002.Enrolled  men,IC2002.Enrolled  women,IC2002.Enrolled full time total,IC2002.Enrolled full time men,IC2002.Enrolled full time women,IC2002.Enrolled part time total,IC2002.Enrolled part time men,IC2002.Enrolled part time women
162928,Johns Hopkins University,2002,8932,4636,4296,3132,1677,1455,1127,624,503,1127,624,503,0,0,0
