unitid,institution name,year,IC2003.Applicants total,IC2003.Applicants men,IC2003.Applicants women,IC2003.Admissions total,IC2003.Admissions men,IC2003.Admissions women,IC2003.Enrolled total,IC2003.Enrolled  men,IC2003.Enrolled  women,IC2003.Enrolled full time total,IC2003.Enrolled full time men,IC2003.Enrolled full time women,IC2003.Enrolled part time total,IC2003.Enrolled part time men,IC2003.Enrolled part time women
162928,Johns Hopkins University,2003,10023,5299,4724,3067,1650,1417,1041,576,465,1041,576,465,,,
