unitid,institution name,year,IC2012_RV.Applicants total,IC2012_RV.Applicants men,IC2012_RV.Applicants women,IC2012_RV.Admissions total,IC2012_RV.Admissions men,IC2012_RV.Admissions women,IC2012_RV.Enrolled total,IC2012_RV.Enrolled  men,IC2012_RV.Enrolled  women,IC2012_RV.Enrolled full time total,IC2012_RV.Enrolled full time men,IC2012_RV.Enrolled full time women,IC2012_RV.Enrolled part time total,IC2012_RV.Enrolled part time men,IC2012_RV.Enrolled part time women
162928,Johns Hopkins University,2012,21313,10729,10584,3928,1980,1948,1391,712,679,1391,712,679,0,0,0
