unitid,institution name,year,IC2006.Applicants total,IC2006.Applicants men,IC2006.Applicants women,IC2006.Admissions total,IC2006.Admissions men,IC2006.Admissions women,IC2006.Enrolled total,IC2006.Enrolled  men,IC2006.Enrolled  women,IC2006.Enrolled full time total,IC2006.Enrolled full time men,IC2006.Enrolled full time women,IC2006.Enrolled part time total,IC2006.Enrolled part time men,IC2006.Enrolled part time women
162928,Johns Hopkins University,2006,14697,7593,7104,4103,2153,1950,1305,661,644,1304,661,643,1,0,1
