unitid,institution name,year,ADM2017_RV.Applicants total,ADM2017_RV.Applicants men,ADM2017_RV.Applicants women,ADM2017_RV.Admissions total,ADM2017_RV.Admissions men,ADM2017_RV.Admissions women,ADM2017_RV.Enrolled total,ADM2017_RV.Enrolled  men,ADM2017_RV.Enrolled  women,ADM2017_RV.Enrolled full time total,ADM2017_RV.Enrolled full time men,ADM2017_RV.Enrolled full time women,ADM2017_RV.Enrolled part time total,ADM2017_RV.Enrolled part time men,ADM2017_RV.Enrolled part time women
162928,Johns Hopkins University,2017,27156,12732,14424,3405,1625,1780,1420,694,726,1420,694,726,,,
