unitid,institution name,year,IC2011_RV.Applicants total,IC2011_RV.Applicants men,IC2011_RV.Applicants women,IC2011_RV.Admissions total,IC2011_RV.Admissions men,IC2011_RV.Admissions women,IC2011_RV.Enrolled total,IC2011_RV.Enrolled  men,IC2011_RV.Enrolled  women,IC2011_RV.Enrolled full time total,IC2011_RV.Enrolled full time men,IC2011_RV.Enrolled full time women,IC2011_RV.Enrolled part time total,IC2011_RV.Enrolled part time men,IC2011_RV.Enrolled part time women
162928,Johns Hopkins University,2011,20203,10148,10055,3919,1930,1989,1357,697,660,1357,697,660,0,0,0
