unitid,institution name,year,IC2010_RV.Applicants total,IC2010_RV.Applicants men,IC2010_RV.Applicants women,IC2010_RV.Admissions total,IC2010_RV.Admissions men,IC2010_RV.Admissions women,IC2010_RV.Enrolled total,IC2010_RV.Enrolled  men,IC2010_RV.Enrolled  women,IC2010_RV.Enrolled full time total,IC2010_RV.Enrolled full time men,IC2010_RV.Enrolled full time women,IC2010_RV.Enrolled part time total,IC2010_RV.Enrolled part time men,IC2010_RV.Enrolled part time women
162928,Johns Hopkins University,2010,18735,9696,9039,4169,2141,2028,1325,679,646,1325,679,646,0,0,0
