unitid,institution name,year,IC2007.Applicants total,IC2007.Applicants men,IC2007.Applicants women,IC2007.Admissions total,IC2007.Admissions men,IC2007.Admissions women,IC2007.Enrolled total,IC2007.Enrolled  men,IC2007.Enrolled  women,IC2007.Enrolled full time total,IC2007.Enrolled full time men,IC2007.Enrolled full time women,IC2007.Enrolled part time total,IC2007.Enrolled part time men,IC2007.Enrolled part time women
162928,Johns Hopkins University,2007,16503,8307,8196,4243,2201,2042,1263,655,608,1263,655,608,0,0,0
