unitid,institution name,year,ADM2019_RV.Applicants total,ADM2019_RV.Applicants men,ADM2019_RV.Applicants women,ADM2019_RV.Admissions total,ADM2019_RV.Admissions men,ADM2019_RV.Admissions women,ADM2019_RV.Enrolled total,ADM2019_RV.Enrolled  men,ADM2019_RV.Enrolled  women,ADM2019_RV.Enrolled full time total,ADM2019_RV.Enrolled full time men,ADM2019_RV.Enrolled full time women,ADM2019_RV.Enrolled part time total,ADM2019_RV.Enrolled part time men,ADM2019_RV.Enrolled part time women
162928,Johns Hopkins University,2019,31139,14413,16726,3477,1603,1874,1475,706,769,1475,706,769,,,
