unitid,institution name,year,ADM2015_RV.Applicants total,ADM2015_RV.Applicants men,ADM2015_RV.Applicants women,ADM2015_RV.Admissions total,ADM2015_RV.Admissions men,ADM2015_RV.Admissions women,ADM2015_RV.Enrolled total,ADM2015_RV.Enrolled  men,ADM2015_RV.Enrolled  women,ADM2015_RV.Enrolled full time total,ADM2015_RV.Enrolled full time men,ADM2015_RV.Enrolled full time women,ADM2015_RV.Enrolled part time total,ADM2015_RV.Enrolled part time men,ADM2015_RV.Enrolled part time women
162928,Johns Hopkins University,2015,25474,12409,13065,3597,1781,1816,1368,684,684,1368,684,684,,,
