unitid,institution name,year,ADM2014_RV.Applicants total,ADM2014_RV.Applicants men,ADM2014_RV.Applicants women,ADM2014_RV.Admissions total,ADM2014_RV.Admissions men,ADM2014_RV.Admissions women,ADM2014_RV.Enrolled total,ADM2014_RV.Enrolled  men,ADM2014_RV.Enrolled  women,ADM2014_RV.Enrolled full time total,ADM2014_RV.Enrolled full time men,ADM2014_RV.Enrolled full time women,ADM2014_RV.Enrolled part time total,ADM2014_RV.Enrolled part time men,ADM2014_RV.Enrolled part time women
162928,Johns Hopkins University,2014,24590,12282,12308,3954,1984,1970,1470,754,716,1470,754,716,,,
