unitid,institution name,year,ADM2018_RV.Applicants total,ADM2018_RV.Applicants men,ADM2018_RV.Applicants women,ADM2018_RV.Admissions total,ADM2018_RV.Admissions men,ADM2018_RV.Admissions women,ADM2018_RV.Enrolled total,ADM2018_RV.Enrolled  men,ADM2018_RV.Enrolled  women,ADM2018_RV.Enrolled full time total,ADM2018_RV.Enrolled full time men,ADM2018_RV.Enrolled full time women,ADM2018_RV.Enrolled part time total,ADM2018_RV.Enrolled part time men,ADM2018_RV.Enrolled part time women
162928,Johns Hopkins University,2018,29776,13610,16166,3417,1603,1814,1420,655,758,1420,655,758,,,
